,overall,reviewerID,asin,reviewText,summary,vote,newReviewTime
2219,4,A13TV95O294EX4,B00FBMKRG4,It was and o.k.story,Four Stars,3,6/10/2016
2220,4,A1OWUM0WY1U4ZM,B00FBMKRG4,A very endearing story of love and heartbreak that causes a long separation.  Trying to find some one else without love is impossible. Fate helps to mend the past hurts and eventually brings true love back together. A very sweet book with love and family working together to help make everything possible.,True love lasts forever,6,5/18/2016
2221,5,A2ULCAGU5GF0HH,B00FBMKRG4,great read,Five Stars,3,4/30/2016
2222,5,A1L9DJQ5BS13S9,B00FBMKRG4,Loved this story. Great romance and great thrills. Great Author and I can't wait to read more of the series.,Awesome story.,6,4/26/2016
2223,5,A3AUR8RCET4OKY,B00FBMKRG4,I enjoyed this book very much it shows what lasting friendship is about between two women.one rich and one just middle class but true friends.,Friendship,2,4/4/2016
2224,5,A1SINOYMLUJ9FQ,B00FBMKRG4,Really nice,Five Stars,2,4/2/2016
2225,5,AZTDUHEBOP3X3,B00FBMKRG4,I have enjoyed every one of her books .  It's hard to put her books down.  You Judi want to find out what is going to happen next,Great Book,2,3/31/2016
2226,5,A3PKKGSVISSF0M,B00FBMKRG4,"This series gets better and better with each book,,,,great characters, interesting plots and sexy without going over the top!  Headed out to get book 5!!!",Delightful,2,3/24/2016
2227,4,A7M73HAH815DM,B00FBMKRG4,Can two school sweethearts find there way back to each other? This is a good love story that makes you believe in love!,The Billionaire's Best Friend (The Sherbrookes of Newport Book 4),3,3/23/2016
2228,5,A358REGDPJR7ML,B00FBMKRG4,"This is another good book to read. There was some drama, some love scenes and some bad decisions but at the end they were corrected.",The Billionaire's Best Friend(The Sherbrookes Of Newport B...,2,3/19/2016
2229,5,A1W49O3LYZ8GI5,B00FBMKRG4,Lifetime friends and so in love. He should have told her why he was leaving. Instead he left her with s broken heart. Can he do anything to get her to forgive him?,Love is finally leading to a marriage,3,3/16/2016
2230,4,AWLD6NJO3PRCY,B00FBMKRG4,It was very good,Read it,2,3/15/2016
2231,5,A195G4YZ61SGWP,B00FBMKRG4,Great read exciting entertaining and keeps you wanting not to put the book down till it is finished. Greatly written.,romantic romance,3,3/12/2016
2232,5,AYEO4YRBLBJ3N,B00FBMKRG4,great read,great read,2,3/12/2016
2233,4,A18EEC1ENOT9YN,B00FBMKRG4,"A cute ( he left me behind and now he is back) kind of story.  The love of her life left her behind 15 years, when he went off to the military academy.  Now he is back and she has started a new relationship with someone she has many things in common with.  He is determined to have her in his life again and wants her back in his life.",The Billionaire's Best Friend (The Sherbrookes of Newport Book 4),5,3/10/2016
2234,5,A2EG5NIE0G5YT1,B00FBMKRG4,Enjoyed the book.,Five Stars,2,2/16/2016
2235,5,A1TVJ9WDRP0UZS,B00FBMKRG4,"A true friend will always tell you the truth.  The relationship between Callie and Lauren really helped Lauren to make the right decision where Nate was concerned.  I enjoyed reading this sweet love story about Nate and Lauren.  I read ""Teacher's Billionaire"" so I recognized Callie and Dylan.  I look forward to reading more of your work.",Friends Forever,7,2/8/2016
2236,3,A1M9OHZZDUOGMB,B00FBMKRG4,"Communication seems to be the failure in this novel. Lauren and Kevin didn't talk and neither did Lauren and Nate. The author seems to wallow in pointless stuff, and then all of sudden, the main character is getting a proposal, twice. Weird.",Do people not talk to each other anymore?,3,2/6/2016
2237,3,A23AL8WF0PJSTS,B00FBMKRG4,Nate dumped a woman who was his best friend before anything else and then down the road his girlfriend and they were supposed to be be close but evidently not when he dumps her supposedly taking her into consideration and is gone for years with no contact and she is supposed to take him back.  I feel like even if he always was the one that she loved lauren let him back into the door too easily.  He broke her trust which just doesnt restore so easily.,LETTING him back into my life.,2,1/31/2016
2238,5,A2K8O9C85DD3XH,B00FBMKRG4,This book shows how childhood memories grow into adulthood real life situations. The book shows the difference in rich and famous lifestyles and just ordinary real love.  She was in love in school and when she got out he left for the marines without discussing it with her. Years later he returns to find her with someone else and still very upset with him.  After he tried to apologize he realized he had made a big mistake.  She was with someone rich but really not in love. He had to take it slow and let her know how much he loved her and money can't buy love.  This book was excellent in holding your interest and kept you in suspense waiting for the real love story.,Once you start reading it is hard to put down.,5,1/29/2016
2239,3,A7A0V82O449E7,B00FBMKRG4,"There's nothing 'wrong' with this book- I thought it was cute, I enjoyed the read. BUT. I just finished the book and all that keeps running through my mind is how boring it was. Its a nice book, but its not very interesting",meh,5,1/28/2016
2240,5,A1251AWA1DC6J2,B00FBMKRG4,This book was very well written and executed some very interesting story lines . The author managed to continue the friendship  even though there became a huge difference in financial status.,Very good,3,1/26/2016
2241,1,A1BTPR4MWVXO4F,B00FBMKRG4,i wanted to try this book b/c it was free for kindle but this book was definitely no page-turner for me... disappointed but oh well. what can you do? it was free after all... I did not like the writing style or characters in the book.,free books are no page-turners,2,1/24/2016
2242,5,A29Q8D3UUQHVZF,B00FBMKRG4,This was good reading.  I enjoyed the way Christina Tetreault brought Nate and Lauren together.  It took awhile but they worked out their differences.  I enjoyed reading about other characters in the series and look forward to reading more of them.,Very good reading,4,1/23/2016
2243,4,A1A31WWRFRFHUJ,B00FBMKRG4,Good story.  No violence and no stale plot,Good read,4,1/23/2016
2244,5,AWCE5KW9ABPF2,B00FCNI42G,"Great storyline. Well developed characters. Hot and steamy sex....what more do you need?

Abby has had a rough couple of years. Divorced from her cheating husband, who never bothered to satisfy her sexually. Then her parents die after being hit by a drunk driver. She is pretty sure she isn't going to find anyone. Then she meets Seth. Good, dependable, boat builder. She thinks she's found ""The One"". That is until she goes to Seth's parents for brunch. And enter Sam.

Sam is Seth's identical twin brother. Abby can feel an all consuming, electrifying connection to Sam. She tries to ignore it. Then she gets injured and Sam is the only one available to help her. She tries to fight her attraction. She really does. It just doesn't work.

So now we have a pair of hot twins wanting her. And she is so confused. She doesn't want to hurt any one. But that will be inevitable.",Wowza!,3,3/10/2017
2245,5,APBIXVVDOJYDN,B00FCNI42G,OMG! I can't wait to read the rest if this series. I will be purchasing the other 2 books in this series asap. Love the Davis twins!,Awesome,2,1/25/2017
2246,5,A1IQRA49MRWEB,B00FCNI42G,"Abby and Courtney are best friends and have saved each other. A great friendship to read about. The morning she took courts advice and talked to a hottie she never would've thought she'd be in a predictament a month later...she liked Seth a really great guy. Then she meets his identical twin brother at a charity and can't shake the feeling she gets when she's around him... What will happen when she finds herself with Sam after her and Seth stop talking, will there be consequences and will she be able to pick one and keep.
This is a story that captured my attention and I immediately purchased book two!!!",Sexy hot read,4,12/26/2016
2247,1,A3M2AV7VFA5X2O,B00FCNI42G,Say the least the book was OK. I really do hate the cliffhangers. It's really not fair to the readers. I'm really tired of buying 3 to 4 more books to get one story. Thanks a lot but I'm not buying it!!!!!!,Here we go again,41,12/15/2016
2248,4,A1GHGL2CAF09DZ,B00FCNI42G,"Seth and Sam Davis are quite the set of twins. Opposites in so many ways, but also identical in others. Abby meets one and then mistakes the other for him at a function she attends. Finding out Seth was a twin was interesting, but the first meeting with Sam was hot! I am on the fence with who she should choose, but I have a feeling I know how it will end up. I am interested in reading the others in this series to find out if I am correct.",Interesting start to a series - cliffhanger on this portion,2,11/2/2016
2249,4,AYX7NDW98SKFC,B00FCNI42G,"Abby is a mid- to late 20 something divorcee who lives with her loveable yet quirky/flirty friend Courtney. They are pretty close friends who take it to heart when the other isn't feeling up to par. Now, Abby has her own doubts and fears and she carries them around with her daily. One thing I really enjoyed with the girls is that they each encourage the other to feel their best each day by leaving notes on the mirror in the bathroom.
One day, Courtney leaves a little dare for Abby to step out of her comfort zone to meet a guy. So while she's out walking her dog, she runs into Seth who just happens to be walking his dog. He seems to be quite out-doorsy and very unattached. The two really seem to hit it off and one afternoon doggy date turns into a second date out to dinner. By that night, Abby wants to shed the weight that's been holding her back from moving forward with her life. One thing leads to another, and Seth starts inviting Abby to his family functions.
At the gala, Abby near makes a fool of herself with Seth's twin, Sam. Then, at the family brunch Abby can't seem to shake the intense attraction to Sam even though he's there with his flavor-of-the-week.
Abby finds herself wanting more with Seth, as he is the good guy in this equation. But one wrong move has Seth stepping away to think things over. With a week of no communication, Abby is devastated. And while she's out one night, she lands into Sam's arms. Learning some things about the man, Abby finds out that he's a real-as-they-come man underneath the complexities.
But, when the fog clears and things get real, how can Abby choose who she wants?",Fast enjoyable read!!,2,5/7/2016
2250,4,A180V7PG0QNJLR,B00FCNI42G,"Can a book where you don't really like the main female character still get a 4 star? I guess it can. Abby's choices and thought processes are completely annoying. I admit I am not a fan of sex that happens before you know someone but her other traits just added to the dislike. I am hoping she redeems herself in the second book.

That said, I love the two main male characters (Seth and Sam) and Abby's friends. The story was very fast moving and made me interested in the secondary characters lives. I just needed to believe that Abby would learn from her mistakes and start using her head.  Hopefully the second book the main characters are developed a bit more.

The book ends on a huge cliffhanger so heads up.",Shows promise,2,3/10/2016
2251,3,AIVT1WSAJS1G,B00FCNKTPQ,"The author must be a very young writer.  She seems to be in love with ""big"" words but has trouble using them  appropriately.  I kept reading because the story  was fresh and interesting but was frustrated  to find page after page of misspellings, grammatical errors and misused words.  I hope the author keeps writing , but please, please get a good editor/proofreader  to be more accurate in the clean up.  I'm not trying to be mean. It's just that those kinds of errors take away from an otherwise engaging story.",Good storyline.,4,3/14/2017
2252,3,A2JLR1SL0W0X07,B00FCNKTPQ,"I have been reading other reviews and I hate to repeat what has already been said.  If there is a newly edited version, I didn't get it.  It was obviously spellchecked rather than edited:  ""residences"" for ""residents"" as an example.  Torturous to anyone who has a reasonable command of the English language.  The story line is good enough that I might have read the next book, but I have corrected enough English papers that I have no intention of correcting a book that was bought for pleasure reading.",Practice for English Teachers correcting grammar errors,2,1/23/2016
2253,5,A2BMYHLI1BN9PE,B00FD5HCC6,"Gambled is a Novella in Cristin Harber's Titan series. It should definitely be be read after Westin's Chase as it picks up after the events which occured in that story. It continues to be packed with action, suspense and combustible chemistry.

Brock Gamble's life is in the ultimate tailspin after his wife and children's abduction.  Though he ultimately got them back and they were safe, the lies and deceit he had to construe  have left him alone. Bad decision after bad decision led him to ultimately betray his family as well as his trusted team at the Titan Group.

In a last ditch effort to win his wife back, he persuades her to take an exotic vacation.  His only hope is to reclaim his marriage.  But when duty calls and he is the only one who can help, he must make a pivotal decision.

I love that there was a follow up to Brock's  story after his ultimate deceit.  I can't wait to read more from this amazing series!

PS- The audio version of this book only enhanced Cristin's brilliance as an author.  Jeffrey Kafer does an excellent job of narrating this incredible story.",A fantastic follow up for Brock and Sarah!,2,10/23/2016
2254,5,A28REJAM6899K8,B00FE01B2M,"This was almost too hot for the paper it is written on. Very explicit sex and the scenes were quite visual. Hot, hot, hot!!!",Menage,3,5/14/2016
2255,4,AWLM6KR00TOSN,B00FE01B2M,"Surprisingly hot much better than most adult stories written for kindle, worth a read.",Four Stars,4,3/4/2016
2256,1,A12KOCSLMK9RSN,B00FE1MVS4,"Too, too much filler conversation - page after page of remembering how they used to be - their minds should have been on the missing boy.
Too boring to even get half way !!!!! Don't need to read the same old sad story over and over. Geez......",COULD NOT EVEN GET HALFWAY BEFORE QUITTING,2,11/16/2016
2257,1,AU4XP1EB6VRME,B00FE1MVS4,"*Huge spoiler alert*

The plot is almost interesting enough to make me finish the book.  The characters are annoying and unbelievable enough to make me not.  The male protagonist is ""man"" enough to go around shooting at people, but in reality possesses the maturity of 13 year old boy.  He would rather throw the woman he supposedly loves under the bus, lie to her and refuse to leave a job where he is told he must put his job ahead of his woman.  The female protagonist is supposedly bad-ass enough to run her own search and rescue group and doesn't balk at slithering around in the snow and muck to rescue someone, and yet is sexually inexperienced enough to have never had sex in anything other than the missionary position.  And these two have supposedly had a hot, steamy affair for quite some time...while having evidently tons of sex in one position only.

I'll be the first to admit that there is a huge suspension of disbelief that has to occur to enjoy erotic fiction, but this is just asking too much.",Truly horrible.,9,2/19/2016
2258,1,A10GDDRKCIZGE6,B00FE3GXUY,"I like the Washington Post. I hate their subscription plan because they want too much money for general world news and politics. Still, even though I refuse to subscribe, they send me every bit of news I need because they must make enough money from ads to make it worthwhile. But seriously, $4/week for news already available from numerous sources for free. Just as bad as the NY Times in that regard.",Meh,2,7/17/2016
2259,1,A1I6BG5XRGOUJJ,B00FEMR8K4,"Although when we read a novel we give tolerance to some unbelievable actions or situations, this book is unbelievable from start to finish.  Like one other reader it also becomes quite boring due to the repeated occurrences.
Simply another example of do Americans ever read good literature because I cannot understand all these five star ratings.  I would reserve these for Steinbeck and many others but these latest offerings from Amazon of cheap kindle books have been a disaster.",Totally Unbelievable.,5,4/12/2017
2260,5,A245930VOVXGXI,B00FEMR8K4,"Excellent writing.. Gritty, mysterious, with a positive message overall. The character of Jack will stay with me a long time. A little something for everyone with a well thought out plot and very well developed characters. And wonderful grammar with no typos or misspelling, thank heavens. Nothing ruins a good book more than a rotten editor. Bravo!",A heartwarming gritty read.,14,3/31/2017
2261,5,A1CDLV2O932TVF,B00FEMR8K4,I disagreed with the reviewer who felt the middle dragged. Kept my interest all the way through. Was a great high intensity read with a few twist.  Recommend to anyone who like fast paced thrillers.,Recommend,9,1/20/2017
2262,5,A1MF08R7VUI4UO,B00FFE6QA4,"I have several of these stories on my Kindle already, but couldn't turn down the bundle. These are romances worth reading over and over. Great author, great stories.","Great bundle, great author, great stories.",2,12/14/2017
2263,3,A10TMPCXN2KWTI,B00FFE6QA4,"This set of  novels (Lost Lords Bundle) suffers from  being  all together.  Taken individually, each one  is  interesting, but read  in quick successio,  the  formal becomes  all too clear!  Rogues, gorgeous, big, fierce  in protecting  the  ones they love, possessed  of superior  fighting  skills, and  superb lovers--what's  not  to  love?  Nothing, it all just  begins  to  be  a bit  much.
  These are  very  sensual, very  competently  written, and  true to  the  period  depicted  (Regency/Napoleonic  wars). Each one  is  a  satisfactory  reading  experience, but  none stands out.",Don't  read them  all  one  after  the  other!,2,12/8/2017
2264,5,A3OVL9OSEYZAZK,B00FFE6QA4,Loved this anthology. Great characters. Terrific development of the connections between the gentlemen from childhood through the varied challenges they face as adults. So worthwhile.,Wonderful travels through this group of friends.,2,12/8/2017
2265,3,A3CJN2S0XLVVLM,B00FFH1QEW,"As its name suggests, Dan Ames's ""Death by Sarcasm"" reads like a cross between a hardboiled PI novel and a standup comedy routine. If author Ames is thinking about getting into comedy, he should stick to his day job, because, as a mystery, ""Sarcasm"" is rather good, if far fetched. As a series of one-liners, however, this material would get hooted off the stage on Open Mike night at one of the numerous comedy clubs Ames describes in the book.

The heroine of ""Death by Sarcasm,"" Mary Cornell, is a fan of the caustic putdown, and she comes by it naturally. Her uncle Brent is, or more precisely, was, a successful comic whose body was found outside a low-end comedy club after being murdered in a rather gruesome manner. Mary decides to investigate the murder, which involves her going to various seedy clubs and getting in snide remark duels with everyone she meets and antagonizing nearly every other character in the book. Not surprisingly, the body count rises steadily as the book goes on, with Mary herself the target of the killer.

Theres actually a pretty good mystery at the heart of Death by Sarcasm, and when Mary takes time out from her sarcastic replies to investigate the case, the book is rather interesting. As in a lot of detective stories, the key to the mystery is buried years in the past, when Uncle Brent was a struggling young comic who hung out in the same house with some of the other characters in the book. Now, in addition to Brent, some of his former housemates start turning up dead, and Mary tries to track the rest down to either find the killer or prevent more killings. The sections where Mary investigates and tries to get people to reveal what happened decades earlier are by far the best in the book, showcasing Amess writing skills.

Those skills do not, however, extend to the many comedy routines in the book. Mary is the sort of character who doesnt feel comfortable unless shes cutting down whoever shes talking to in almost every single sentence. Imagine spending 200 pages with a considerably more attractive version of Don Rickles and you get the idea. If Death by Sarcasm were a reality-based book, in which readers were given the impression that the characters were operating in the real world, this would be a fatal flaw. As it was, I kept wondering at times how Mary thought that she would get any information or assistance from anyone who had just been used as her punching bag for an entire chapter. But author Ames puts enough totally bizarre scenes in the book (elderly women serving as a harem for one character; senior citizens dressing in Richard Nixon masks as they pull off a crime) that readers know to take what they are reading with a grain of salt.

The biggest flaw with Death by Sarcasm is that the book and the lead character are seldom as funny as the author thinks they are. The ratio of funny to non-funny jokes is, at best 1 in 5. And, I realize that humor is very subjective, but too many of Marys putdowns struck me as simply dumb, and the accumulated weight of them left me with the same feeling I sometimes get in a comedy club with a bad headliner looking for the exit.

I liked enough about Death by Sarcasm to give it a marginal, three-star rating (much closer to 2.5 stars, which I would have given it if I could). The central storyline is quite good (although its serious nature clashes with a lot of silliness in the book), and the material about the comedy clubs and performers felt authentic and interesting enough to keep me involved. But, if author Ames wants to continue writing books with Mary Cornell as his main character, he needs to get some better jokes, or readers are likely to give him the hook.",Take the Story; Leave the Jokes,2,8/14/2016
2266,1,A37VCV6BO8CZXJ,B00FGJVK1I,"I was enjoying reading these books, but the more I read the worse they got in the sex and language. The sex between Max and Sarah does nothing for the plot. They should get married already and leave all the sex and crudeness out, it would make for a better story and more creative writing. I will not continue reading any more books by this author.",Could be better,3,7/9/2016
2267,5,A1HMYIMVJH163Q,B00FH038LQ,"This was such a heartwarming story of redemption and true love.  I absolutely enjoyed this story. It reminded me of Romans 8:28,that All things really do work together for Good, to those who love God."" I look forward to reading more books by this gifted author.",A Must Read!,2,2/20/2016
2268,2,A3A1PBOMQD0EJQ,B00FHFODOM,"I have to agree with some other reviewers, that while the heroine was a great character her mate Jackson was a playboy whose doesn't really care about her as a person. She is a wolf sex toy to him.  He constantly puts her in her place and controls her with sex.

She is a good character and has morals but I just could not finish the book due to Jackson being a player and his not caring attitude.",DNF-heroine was great but her mate was not,2,3/30/2017
2269,2,A1YZCADBVKWC9X,B00FHFODOM,"If you can get past the fact the hero is a weak alpha that goes around whoring to ""find a mate""  while ignoring his instincts that the heroine was his mate because his alpha told him the heroine was "" a null"" and to avoid her than this is your book. Hero finally goes back confront his alpha on a plan to try turn heroine AFTER he practically sleeps with every living female in 100 mile radius  to rule them out... so out of options he decides to finally listen to his instincts. Best part heroine got to witness it all. So, again, if you can get past this than this is a good shifter novel. Because every problem the couple faced was due to the weak apha's whoring. Heroine isn't happy about it but she doesn't want to be alone. The follow up book on the couple  still had heroine throwing it in his face and female and clan problems. Best part heroine is a virgin because nobody wanted her ""null"" body but that is okay because hero had enough experience for her and then some. (sarcasm) Yup, being alpha mate of a pack your husband f* practically whole female population is very forgiving of the heroine. She is a better female than me.",Hero did not do enough groveling.,3,1/16/2017
2270,3,A3EODKOX93TBHD,B00FHFODOM,This was not my fav book from Ms. Fox and usually I love her. Loved Chloe she was awesome. Jackson was a huge disappointment I could handle that he was dense could even deal with the fact that he seemed to think of sex most if not all of the time. But he totally lost me when was about to run off and leave his mate in what could of been a dangerous situation no self respecting mate would of done that his mate's safety should of been his priority okay he apologised but still. He also sides with a female childhood friend over his mate hmmmm. And please don't get me started how when he thinks Chloe is dead he doesn't appear to show a great deal of grief. Chloe rocks Jackson sucks,Chloe Rocks Jackson not so much,2,10/9/2016
2271,3,A8SYEWFNRV78Z,B00FHFODOM,"Surprisingly I find myself like Chloe more than Jackson. Cos I've read the other book about how she managed to shift after 25 years with help from Jackson. And he claims her to be his mate. But the people in the town still think that she's weak and there's bitches out there trying to challenge her or call her an omega. Best part of all, her mate actually slept with almost all the singles in the town. Therefore, jealousy are sprouting here and there. Mix more jealousy with Kelsey. Jackson so called childhood friend who show hatred towards Chloe after seeing her. But for Jackson, I think he's too blind to see. Chloe try to voice out to him but he shut her up by sex. Sigh.  Though I do happy to see that bitch B got her retribution. As for bitch A, I'm not that happy she gets off so lightly. ","Argh, sad to say Chloe is more alpha than Jackson. ",3,7/18/2016
2272,3,A2MR47Y52P4WJ4,B00FI9JFFO,"I was listening to a podcast (My Dad Wrote a Porno, which is absolutely hilarious) and in one episode they talked briefly about this book, so I promptly went to Amazon and bought it. The writing is decent and the story kept my interest. But it's billed as Dinosaur Erotica, yet nothing even remotely erotic happens until the 75% mark. And then the book is so short (19 pages) it was over as soon as it began.",Didn't quite live up to the hype,4,11/14/2016
2273,3,A2FT21XC9Z5NPK,B00FIICYJO,"Some time ago I read Vandcast's Twistical Tales and when this one came up as a kindle freebie I thought why not. To be honest, I'm not a fan of westerns, I figured it would skate by on Vandcast's skill as a writer and so it did, sort of, which is to say I didn't really care for the story, but it was competently written, reasonably entertaining and only took about 45 minutes to get through. It's obvious that Jonas Cane, the marshal with visions, is meant to be a serialized character and for fans of westerns with a twist it'll probably be quite a treat and for others it'll be an adequate diversion to pass the time.",Decent quick read for fans of westerns,2,9/13/2016
2274,5,A1RJWCQY06GRGH,B00FIUM1W2,"All I have to say about this book is wow. The end *SPOILER ALERT* When the School Master came back is SO not what I expected. But that just made the book better XD. So I would recommend reading this... Its really well written, interesting, funny, and basically everything I like in a book. 5 stars!!!",Wow.,2,8/6/2016
2275,5,ABNZCEB0CF7MP,B00FJFV6AY,"I obtained this free e-book from amazon and I am voluntarily writing a review. Rebecca is in charge of taking five orphans to San Francisco to a convention to find adoptive parents. The flight has been book by the director of the orphanage that is out of funds. She has them on a cargo plane with a pilot that cannot stand women or children and a disposition as prickly as a porcupine. It is winter and a bad snow storm is  making travel difficult but the cargo plane has US Mail on board that has to be delivered, that is until they crash in the wilderness.",Loved this.,2,11/20/2017
2276,4,A37Q71Z1BE6V9,B00FJFV6AY,"Even though he didn't take passengers, Jack desperately needed cash so he agreed to fly some social workers from Idaho to San Francisco on a mail flight. He sure wasn't happy that what he got was Rebecca with 5 children. Rebecca worked for a home for children, and had the job of accompanying the orphans to the meeting so they would be adopted, they hoped. Jack didn't like women after a failed marriage and didn't want anything to do with kids. He was a very grumpy, unsociable man who was very hard to get along with. But they needed him to survive so Rebecca did her best to work with him.

After surviving a crash landing in a blizzard, they do whatever they can to keep everyone alive until they were rescued. It was easy to picture the dire situations they found themselves in and how they got through them all. Even the children thought of ways to help out. With each child having a disability of some kind, it was heart-warming to see them get through the tough situation they were in.

The ending surprised me and was a bit rushed but I liked the way it played out. This was a good romantic adventure with interesting characters, especially the children, that you will enjoy.",Hopeful romantic adventure,2,4/9/2017
2277,4,A2OHRT539LLCUN,B00FJFV6AY,"All Parnell Stillman wants to do is fly, and get his freight hauling airline out of hock. The last thing on his mind is hooking up with a womanhe got his fill of that with his ex-wife. Rebecca Hollis has also had her troubles in the love department. She now works for a home for children, and has been tasked with getting five orphans from Idaho to San Francisco to be adoptedhopefully.
The problem they both face is that they're thrown together, since Parnell has been hired to fly them, and they hate each other on sight. When bad weather forces the plane down in the wilderness, and they're forced to get along in order to survive, both their lives change in ways neither could have foreseen.
Jackie Wegers The Reluctant Hero is something of an adventure/romance, with as much emphasis on the former as the latter. An eclectic cast of characters and a compelling setting keeps the readers interest as they struggle to survive against the unrelenting wilderness and deadly weather. Even if you're not a fan of romance fiction, youll like this book.",They fight each other as much as they fight the elements,3,2/9/2016
2278,1,A3AM6MXENFRF3G,B00FJFV6AY,"Nope! This one is one of the few that I will not finish. I am 35% through it and it is the most ridiculous thing I have read in a while. Both the Hero and the Heroine do nothing but bicker and fight with each other. He made his preference perfectly clear to her from the beginning that he didn't want them on the plane, the weather was bad etc. She is a b- word and not likable at all. I agree with the review that the author can't figure out what time period she is writing about. Who wears a watch that stops in water for cripes sake? He goes swimming to get the emergency supplies and survives and she tells him to wake up and take charge? Is she kidding? How do you get to adulthood and not know about the severity of hypothermia? The only redeemable character is Santee who at least knows to get fire and make shelter. The rest of the kids are just whiny brats that she is enabling with their behavior.",Nope!,2,1/19/2016
2279,1,A3BWWD94ISY0D1,B00FJFV6AY,"Such a disappointment.  The premise was great and I was excited to read it.  Unfortunately I got 1/2 way thru and finally gave up - first time ever.  The biggest issue was how thoroughly unpleasant both main characters were. There wasn't a single moment that they weren't yelling and arguing.  I assume this was building to some sort of romance? Preposterous! And, the way the children were described was truly borderline offensive.  And please don't get me started on the whole premise and the major drama - not remotely believable. Don't waste your time.",Preposterous,24,1/16/2016
2280,5,A3NJMP3PHS1LNS,B00FJHREKS,"Excerpt: 'Illness is not part of the light. It is far from perfect. It is darkness. It is evil. It is a part of death.'
This is an inspirational story of one woman, author, Melinda Mathews, and her battle with chronic illness. Through frustration, pain, numerous stumbling blocks, both mental and physical, not once did she give up. She picked herself up and kept going, searching for answers. Oh, there were setbacks where she questioned why she had to endure all of it, but with each rebound, she became a stronger individual, one whose strength was tested over and over throughout her life. This story was a clear example of what one person, through sheer determination, survived to write about and celebrate her long journey to wellness. Very impressive and inspirational indeed.",Very impressive and inspirational indeed.,2,2/20/2017
2281,5,AAZW6X6EW3W4U,B00FJHREKS,"This is a wonderful book, the journey of  a woman steeped in faith who struggled with CFS for most of her adult life until she found a path to wellness, having been disappointed time and time again. It has been a while since I finished the book and yet it has stayed with me, especially Melinda's deep awe and unshakable love for her Creator as well as her knowledge of the Scriptures. The author is a stringer of stories, a weaver of words, a firm believer and unshakeable witness, along with the British monarch, to homeopathic wellness. I could not put the book down. Don't miss this awe-inspiring trip that goes on forever.",An Awe-Inspiring Journey,2,6/18/2016
2282,1,A1ZFFAUAYGIJPZ,B00FJNPJMW,This would have been excellent except for the gratuitous pornographic sex.  A good author has no need of such garbage.,Fine story,3,6/7/2018
2283,4,A1WK64OV93G9TA,B00FJNPJMW,"I would give this book 5 stars if it weren't for all the very detailed sex scenes. I know some historical romance readers feel the opposite from my opinion and downgrade a book if it doesn't have detailed sex, but I find it offensive. I had to skim over too many parts of the book to make it a book I could love. The plot is great, good writing, likable characters, a nice historical note at the end of the story--i.e. it was a great book, just too much sex. IMHO, if a book can't stand on it's own without requiring titillation to attract readers, it is a failure; and this story would have succeeded without all the sex. I had read the second book in this series so I knew the HEA ending of this one, so warning: if possible read this book first.
I can't recommend this book to anyone who prefers a ""clean"" story. But for those who enjoy all the intimate details, you will find this a great read.",Too much sex for me,55,12/21/2017
2284,5,A3PBD5LUY1F529,B00FJNPJMW,"SONATA FOR A SCOUNDREL has been on my kindle for 18 months, and I'm so glad I finally read it. I'm stunned (in a very good way) with the magical turns of phrase employed by the author. In a visual form of entertainment (printed books) it's amazing she could make me *hear* the music, and so much more than simply the movement of the performers at the keyboard or violin. I heard the passion within the musical strains, the beauty of phrasing and fell in love with the melodies right alongside Darien (Dare) as he discovered each new composition by his highly fragile and volatile composer, the young Nicholas Becker. The Becker family had been in such dire straits, living in such desperation, I could believe they'd go along with Dare's offer of touring and exposing Becker's compositions to audiences all over Great Britain first and then all of Europe. But Darien's intentions and desperation run far deeper than simply new music for his audiences--and this greater, deeper plot made the story infinitely richer. Both Dare and Clara have significant beliefs that keep them apart: he believes music and love (for him) cannot coexist. Clara believes she can never step out of the obscurity of the shadows and claim her compositions; doing so will ruin her brother and the master violinist she's fallen in love with.

Characters were the most compelling I've read in ages, the quality of the writing superb, and the impact as I read each chapter pulled me deeper into the story and kept me riveted. I read the lengthy (just right in length, BTW) novel in nearly one sitting. I gave up everything else my day demanded to finish reading this amazing book. It fully earned every last star. The conclusion was likely the MOST rewarding option of any I could have possibly imagined. Congratulations, Ms. Lawson, for an incredibly well written book. It's obvious Ms. Lawson is either a gifted musician herself or had significant exposure to it or perhaps her husband (or child?) is the musician. Every bit of the music rang true and is correct as far as I can tell.

Sensuality Level: Explicit. Graphic. Rated R+.
Language: Moderate
Violence: Mild to moderate
Highly recommended to fans of *sensual* (sexy) historical romance. NOT for the sensitive reader.",OUTSTANDING!,4,1/31/2016
2285,3,A2QSFT1TEPDJGB,B00FK51IU6,"This is a simply told story with a fun aspect. The characters in this dystopian world are divided in their beliefs. The author crafted a backstory where the characters believed that Luke and Leia from Stars Wars were their ancestors. This truth is unveiled halfway through, and while it does take the reader by surprise because of its oddity, it's an interesting turn.
This story lacked in depth for adult readers, but I think preteens and teens would find this enjoyable because of its simplicity.
Reader Rated for ages 10+ for mild violence.",A pretty fun read.,4,4/23/2017
2286,1,A10HCRG695B70O,B00FK51IU6,Stupid plot.,One Star,2,10/10/2016
